system,rank,power,rmax,efficiency,year,month,list_rank
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",482,299.42,17482.8,58.38888517801082,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",483,299.42,17482.8,58.38888517801082,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",484,174.66,17440.5,99.85400206114737,2009,6,33
"xSeries x3550 Cluster Xeon QC HT, 2.5 GHz, GigEthernet",485,209.5,17407.9,83.09260143198091,2009,6,33
"PowerEdge M600 Cluster, Intel E5430 2.66 Ghz, Infiniband",486,73.0,17380.0,238.08219178082192,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, GigEthernet",489,162.7,17355.8,106.67363245236632,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",495,284.5,17146.9,60.270298769771536,2009,6,33
"BladeCenter HS21 Cluster, Xeon quad core 2.66 GHz, Infiniband",496,95.54,17133.6,179.3343102365501,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",500,329.16,17088.8,51.916393243407455,2009,6,33
"Roadrunner - BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz , Voltaire Infiniband",1,2483.47,1105000.0,444.94195621449023,2008,11,32
Jaguar - Cray XT5 QC 2.3 GHz,2,6950.6,1059000.0,152.36094725635195,2008,11,32
"Pleiades - SGI Altix ICE 8200EX, Xeon QC 3.0/2.66 GHz",3,2090.0,487005.0,233.01674641148324,2008,11,32
BlueGene/L - eServer Blue Gene Solution,4,2329.6,478200.0,205.2712912087912,2008,11,32
Blue Gene/P Solution,5,1260.0,450300.0,357.3809523809524,2008,11,32
"Ranger - SunBlade x6420, Opteron QC 2.3 Ghz, Infiniband",6,2000.0,433200.0,216.6,2008,11,32
Franklin - Cray XT4 QuadCore 2.3 GHz,7,1150.0,266300.0,231.56521739130434,2008,11,32
Jaguar - Cray XT4 QuadCore 2.1 GHz,8,1580.71,205000.0,129.68855767345053,2008,11,32
"Red Storm - Sandia/ Cray Red Storm, XT3/4, 2.4/2.2 GHz dual/quad core",9,2506.0,204200.0,81.48443735035914,2008,11,32
JUGENE - Blue Gene/P Solution,11,504.0,180000.0,357.14285714285717,2008,11,32
"Encanto - SGI Altix ICE 8200, Xeon quad core 3.0 GHz",12,861.63,133200.0,154.59071759339855,2008,11,32
"EKA - Cluster Platform 3000 BL460c, Xeon 53xx 3GHz, Infiniband",13,786.0,132800.0,168.95674300254453,2008,11,32
"Jade - SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",14,608.18,128400.0,211.12170738925977,2008,11,32
Kraken - Cray XT4 QuadCore 2.3 GHz,15,888.82,125128.0,140.77991044305932,2008,11,32
Blue Gene/P Solution,16,315.0,112500.0,357.14285714285717,2008,11,32
"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",17,442.0,106100.0,240.0452488687783,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",21,1329.7,92980.0,69.9255471158908,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",22,1329.7,92980.0,69.9255471158908,2008,11,32
"VIP - Power 575, p6 4.7 GHz, Infiniband",23,1073.99,92980.0,86.57436288978482,2008,11,32
Frontier2 BG/L - Blue Gene/P Solution,24,252.0,92960.0,368.8888888888889,2008,11,32
BGW - eServer Blue Gene Solution,25,448.0,91290.0,203.77232142857142,2008,11,32
Cray XT5 QC 2.3 GHz,26,588.9,90840.0,154.25369332654103,2008,11,32
"T2K Open Supercomputer (Todai Combined Cluster) - Hitachi Cluster Opteron QC 2.3 GHz, Myrinet 10G",27,638.6,82984.0,129.94675853429376,2008,11,32
New York Blue - eServer Blue Gene Solution,28,403.2,82161.0,203.77232142857144,2008,11,32
Cray XT5 QC 2.3 GHz,30,481.0,76800.0,159.66735966735968,2008,11,32
Cray XT5/XT4 QC 2.3 GHz,31,515.62,76510.0,148.38446918273146,2008,11,32
"T2K Open Supercomputer - Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband",32,671.8,76460.0,113.81363501041977,2008,11,32
ASC Purple - eServer pSeries p5 575 1.9 GHz,33,1992.96,75760.0,38.013808606294155,2008,11,32
eServer Blue Gene Solution,34,358.4,73032.0,203.77232142857144,2008,11,32
"MVS-100K - Cluster Platform 3000 BL460c/BL2x220, Xeon 54xx 3 Ghz, Infiniband",35,327.0,71280.0,217.9816513761468,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",36,797.82,69735.0,87.4069338948635,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",38,782.48,68393.9,87.40657908189345,2008,11,32
"Cerrillos - BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz , Infiniband",41,138.0,63250.0,458.3333333333333,2008,11,32
"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz , Infiniband",42,138.0,63250.0,458.3333333333333,2008,11,32
"bluefire - Power 575, p6 4.7 GHz, Infiniband",43,649.51,57734.0,88.8885467506274,2008,11,32
HLRB-II - Altix 4700 1.6 GHz,44,990.24,56520.0,57.07707222491517,2008,11,32
Jade - Cray XT4 QuadCore 2.1 GHz,45,418.97,56250.0,134.2578227558059,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",50,572.79,50551.6,88.25503238534192,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",52,531.88,48932.7,91.99951116793261,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",53,531.88,48932.7,91.99951116793261,2008,11,32
"SKIF MSU - T-Platforms T60, Intel Quadcore 3Mhz, Infiniband DDR",54,265.0,47170.0,178.0,2008,11,32
Blue Gene/P Solution,56,126.0,46830.0,371.6666666666667,2008,11,32
Genius - Blue Gene/P Solution,57,126.0,46830.0,371.6666666666667,2008,11,32
"Akka - BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, IB, Windows HPC 2008/CentOS",59,173.21,46040.0,265.8045147508804,2008,11,32
"Palmetto - PowerEdge 1950/SunFire X2200 Cluster Intel 53xx/54xx 2.33Ghz, Opteron 2.3 Ghz, Myrinet 10G",60,285.0,45610.0,160.03508771929825,2008,11,32
Cray XT4 QuadCore 2.3 GHz,65,274.73,40590.0,147.74505878498888,2008,11,32
JUBL - eServer Blue Gene Solution,69,179.2,37330.0,208.31473214285717,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, Infiniband",71,162.49,36752.5,226.1831497322912,2008,11,32
Earth-Simulator,73,3200.0,35860.0,11.20625,2008,11,32
Blue Gene/P Solution,75,94.5,35123.0,371.67195767195767,2008,11,32
"ATLAS - Pyramid Cluster Xeon QC 32xx 2.4 GHz, GigEthernet",79,201.0,32800.0,163.18407960199005,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",83,510.61,29365.0,57.50964532617849,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",84,134.94,29323.1,217.30472802727138,2008,11,32
"BlueCrystal - xSeries x3450 Cluster Xeon quad core, 2.8 GHz, Infiniband",86,135.03,28775.0,213.10079241650004,2008,11,32
Stella - eServer Blue Gene Solution,93,134.4,27450.0,204.24107142857142,2008,11,32
"Jet - NOW Cluster - Intel Xeon 51xx/E54xx 2.8 Ghz, Infiniband",105,214.0,26730.0,124.90654205607477,2008,11,32
"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",106,129.2,26690.0,206.57894736842107,2008,11,32
"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",107,129.2,26690.0,206.57894736842107,2008,11,32
Cray XT5 QC 2.3 GHz,108,159.84,26310.0,164.6021021021021,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",109,342.19,26286.9,76.81960314445192,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",110,342.19,26286.9,76.81960314445192,2008,11,32
"SGI Altix ICE 8200EX, Xeon quad core 2.80 GHz",117,122.76,25110.0,204.54545454545453,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, Infiniband",118,167.0,25080.0,150.17964071856287,2008,11,32
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",119,204.8,24670.0,120.458984375,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",120,198.47,24670.0,124.30090189953141,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",123,420.62,24244.1,57.63896153297513,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",125,185.5,23616.4,127.31212938005392,2008,11,32
Blue Gene/P Solution,126,126.0,23415.0,185.83333333333334,2008,11,32
Blue Gene/P Solution,127,63.0,23415.0,371.6666666666667,2008,11,32
Blue Gene/P Solution,128,63.0,23415.0,371.6666666666667,2008,11,32
Blue Gene/P Solution,129,63.0,23415.0,371.6666666666667,2008,11,32
New York Blue - Blue Gene/P Solution,130,63.0,23415.0,371.6666666666667,2008,11,32
Cray XT4 QuadCore 2.2 GHz,134,160.78,22930.0,142.61724095036695,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",143,172.5,22141.3,128.35536231884058,2008,11,32
eServer pSeries p5 575 1.9 GHz,153,161.98,21546.4,133.01889122113843,2008,11,32
Cray XT5 QC 2.3 GHz,155,130.24,21437.8,164.60227272727272,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",169,159.95,20244.8,126.56955298530791,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",170,159.95,20244.8,126.56955298530791,2008,11,32
eServer pSeries p5 575 1.9 GHz,172,501.5,20070.0,40.019940179461614,2008,11,32
eServer pSeries p5 575 1.9 GHz,173,501.5,20070.0,40.019940179461614,2008,11,32
"xSeries x3550 Cluster Xeon QC HT, 2.5 GHz, GigEthernet",175,240.57,19984.1,83.06979257596541,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband",177,244.12,19910.0,81.55825004096346,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband",178,244.12,19910.0,81.55825004096346,2008,11,32
"xSeries x3550 Cluster Xeon, 3 GHz, Infiniband",179,193.44,19910.0,102.92597187758479,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",180,342.19,19790.7,57.83541307460768,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",181,342.19,19790.7,57.83541307460768,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",182,342.19,19790.7,57.83541307460768,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",183,342.19,19790.7,57.83541307460768,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",184,373.8,19753.1,52.844034242910645,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",191,88.28,19183.3,217.30063434526505,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",195,145.3,19050.6,131.11218169304885,2008,11,32
"PowerEdge 1950, Xeon 51xx 3.06 GHz, Infinipath",200,330.0,18930.0,57.36363636363637,2008,11,32
Blue Protein - eServer Blue Gene Solution,207,89.6,18665.0,208.31473214285717,2008,11,32
Frontier - eServer Blue Gene Solution,208,89.6,18665.0,208.31473214285717,2008,11,32
eServer Blue Gene Solution,209,89.6,18665.0,208.31473214285717,2008,11,32
KEK/BG Sakura - eServer Blue Gene Solution,210,89.6,18665.0,208.31473214285717,2008,11,32
KEK/BG MOMO - eServer Blue Gene Solution,211,89.6,18665.0,208.31473214285717,2008,11,32
eServer Blue Gene Solution,212,89.6,18665.0,208.31473214285717,2008,11,32
eServer Blue Gene Solution,213,89.6,18665.0,208.31473214285717,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",214,366.18,18600.0,50.79469113550713,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",215,338.2,18600.0,54.99704316972206,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",216,381.78,18600.0,48.71915763004872,2008,11,32
"xSeries x3650 Cluster Xeon dual core 2.66 GHz, GigEthernet",217,395.61,18600.0,47.01600060665807,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",218,339.18,18600.0,54.838139041217055,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",219,329.24,18600.0,56.493743166079454,2008,11,32
"BladeCenter QS22 Cluster, PowerXCell 8i 4.0 Ghz, Infiniband",220,34.63,18570.0,536.2402541149293,2008,11,32
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",222,152.07,18522.1,121.7998290261064,2008,11,32
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",223,152.07,18522.1,121.7998290261064,2008,11,32
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",224,152.07,18522.1,121.7998290261064,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",228,142.49,18313.1,128.52200154396797,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",229,142.49,18313.1,128.52200154396797,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, Infiniband",236,79.97,18089.1,226.1985744654245,2008,11,32
"xSeries x3550 Cluster Xeon quad core 3.0 GHz, Infiniband",237,126.0,18089.1,143.56428571428572,2008,11,32
"xSeries x3650 Cluster Xeon dual core 2.66 GHz, GigEthernet",241,320.79,17874.0,55.71869447301973,2008,11,32
"xSeries x3650 Cluster Xeon dual core 2.66 GHz, GigEthernet",242,320.79,17874.0,55.71869447301973,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",244,342.6,17786.2,51.91535318155283,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",245,342.6,17786.2,51.91535318155283,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",251,301.2,17567.1,58.32370517928287,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",254,299.42,17482.8,58.38888517801082,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",255,299.42,17482.8,58.38888517801082,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",256,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",257,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",258,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",259,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",260,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",261,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",262,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",263,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",264,133.93,17364.8,129.6557903382364,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, GigEthernet",266,162.7,17355.8,106.67363245236632,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",270,284.5,17146.9,60.270298769771536,2008,11,32
"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband",271,100.64,17140.0,170.31001589825118,2008,11,32
"BladeCenter HS21 Cluster, Xeon quad core 2.66 GHz, Infiniband",272,95.54,17133.6,179.3343102365501,2008,11,32
"xSeries x3455 Cluster Opteron, 2.6 GHz, Infiniband",274,404.04,17100.0,42.32254232254232,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",275,329.16,17088.8,51.916393243407455,2008,11,32
"Tachyon - Sun Blade 6000, Opteron QC 2.0 GHz, Infiniband 4x",277,129.6,16990.0,131.0956790123457,2008,11,32
"BladeCenter LS21, Opteron Dual Core 2.6 GHz, Infiniband",278,290.37,16906.0,58.22226814064814,2008,11,32
"xSeries x3550 Cluster Xeon QC, 2.333 GHz, GigEthernet",280,203.32,16854.6,82.89691127287034,2008,11,32
"RA - PowerEdge 1950, Xeon 53xx 2.66 GHz, Infiniband",285,128.0,16700.0,130.46875,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",290,126.94,16592.2,130.70899637624075,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",291,126.94,16592.2,130.70899637624075,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",292,126.94,16592.2,130.70899637624075,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",293,126.94,16592.2,130.70899637624075,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",294,126.94,16592.2,130.70899637624075,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",295,126.94,16592.2,130.70899637624075,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",296,126.94,16592.2,130.70899637624075,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",297,257.2,16592.2,64.51088646967341,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.16 GHz, Infiniband",298,280.7,16584.0,59.08086925543285,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",299,280.7,16582.9,59.07695048094051,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",300,280.7,16582.9,59.07695048094051,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",301,280.7,16582.9,59.07695048094051,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",302,133.05,16525.0,124.20142803457345,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",303,133.05,16525.0,124.20142803457345,2008,11,32
"Netuno - PowerEdge 1950, 2.66 GHz, Infiniband",305,130.0,16240.0,124.92307692307692,2008,11,32
eServer pSeries p5 575 1.9 GHz,306,404.86,16202.0,40.01877192115793,2008,11,32
eServer pSeries p5 575 1.9 GHz,307,404.86,16202.0,40.01877192115793,2008,11,32
"xSeries x3450 Cluster Xeon quad core, 2.5 GHz, GigEthernet",308,141.46,16193.4,114.4733493567086,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",311,119.95,16170.7,134.8120050020842,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",312,119.95,16170.7,134.8120050020842,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",313,119.95,16170.7,134.8120050020842,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",314,119.95,16170.7,134.8120050020842,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",317,270.9,16101.2,59.43595422665191,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",318,129.58,16094.2,124.2028090754746,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",319,129.58,16094.2,124.2028090754746,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",320,129.58,16094.2,124.2028090754746,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",321,129.58,16094.2,124.2028090754746,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, GigEthernet",322,330.3,16066.9,48.64335452618831,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, GigEthernet",323,330.3,16066.9,48.64335452618831,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",324,269.12,16012.9,59.500966111771696,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",325,269.12,16012.9,59.500966111771696,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",326,269.12,16012.9,59.500966111771696,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",327,269.12,16012.9,59.500966111771696,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",328,269.12,16012.9,59.500966111771696,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",329,269.12,16012.9,59.500966111771696,2008,11,32
"xSeries x3550 Cluster Xeon QC, 2.333 GHz, GigEthernet",338,188.32,15898.1,84.42066694987257,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, GigEthernet",339,324.2,15841.8,48.864281307834666,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",340,265.56,15835.5,59.63059195661997,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",341,265.56,15835.5,59.63059195661997,2008,11,32
"Discover - iDataPlex, Xeon QC 2.5 GHz, Infiniband",345,82.3,15810.0,192.10206561360874,2008,11,32
"Discover - iDataPlex, Xeon QC 2.5 GHz, Infiniband",346,82.3,15810.0,192.10206561360874,2008,11,32
"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet",349,393.6,15760.0,40.040650406504064,2008,11,32
"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet",350,393.6,15760.0,40.040650406504064,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",351,263.77,15746.5,59.69784281760625,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",352,298.56,15733.3,52.69728027867095,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",353,298.56,15733.3,52.69728027867095,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",354,309.73,15732.5,50.7942401446421,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",357,163.66,15646.7,95.60491262373213,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",358,258.8,15596.9,60.266228748068,2008,11,32
Cray XT5 QC 2.3 GHz,359,94.72,15591.1,164.6019847972973,2008,11,32
Cray XT5 QC 2.3 GHz,360,94.72,15591.1,164.6019847972973,2008,11,32
"xSeries x3550 Cluster Xeon QC HT, 2.66 GHz, GigEthernet",362,165.8,15538.5,93.71833534378769,2008,11,32
eServer pSeries p5 575 1.9 GHz,364,386.58,15470.0,40.01759014951627,2008,11,32
eServer pSeries p5 575 1.9 GHz,365,386.58,15470.0,40.01759014951627,2008,11,32
"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband",369,85.52,15328.5,179.2387745556595,2008,11,32
Cray XT5 QC 2.3 GHz,370,93.24,15318.9,164.2953667953668,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",373,122.96,15271.9,124.20217957059207,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",374,253.34,15267.5,60.26486145101445,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",378,294.08,15160.0,51.55059847660501,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",380,250.41,15071.4,60.186893494668745,2008,11,32
"xSeries x3550 Cluster Xeon QC, 2.333 GHz, GigEthernet",381,174.65,15026.0,86.03492699685084,2008,11,32
"xSeries x3550 Cluster Xeon QC, 2.333 GHz, GigEthernet",382,174.65,15026.0,86.03492699685084,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",383,248.62,14980.4,60.254203201673235,2008,11,32
"BladeCenter HS21 Cluster, Xeon quad core 2.66 GHz, Infiniband",385,72.02,14910.0,207.02582615940017,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, GigEthernet",389,297.5,14857.2,49.94016806722689,2008,11,32
"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet",391,369.0,14775.0,40.040650406504064,2008,11,32
"xSeries x3550 Cluster Xeon QC HT, 2.5 GHz, GigEthernet",392,177.22,14721.3,83.06793815596433,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",394,153.43,14668.8,95.60581372612917,2008,11,32
"Power 575, p6 4.7 GHz, Infiniband",395,153.43,14668.8,95.60581372612917,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",397,280.74,14528.3,51.75001781007337,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",398,280.74,14528.3,51.75001781007337,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",399,280.74,14528.3,51.75001781007337,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",400,280.74,14528.3,51.75001781007337,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",401,280.74,14528.3,51.75001781007337,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",402,280.74,14528.3,51.75001781007337,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",403,280.74,14528.3,51.75001781007337,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",404,280.74,14528.3,51.75001781007337,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",412,269.45,14252.0,52.89293004267954,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",415,231.49,14212.5,61.39574063674456,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",416,231.49,14212.5,61.39574063674456,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",417,231.49,14212.5,61.39574063674456,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",418,231.49,14212.5,61.39574063674456,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",419,231.49,14212.5,61.39574063674456,2008,11,32
"BladeCenter LS21, Opteron Dual Core 2.2 GHz, GigEthernet, Windows",420,416.45,14184.0,34.059310841637654,2008,11,32
